epoch,categorical_accuracy,loss,mean_absolute_error,val_categorical_accuracy,val_loss,val_mean_absolute_error
0,0.5642313361167908,1.033992886543274,0.22063541412353516,0.6550745368003845,0.8768496513366699,0.19071197509765625
1,0.6864258050918579,0.79310142993927,0.16957487165927887,0.6900144815444946,0.7829293012619019,0.16169416904449463
2,0.7386013269424438,0.6721603274345398,0.1441841423511505,0.7486159801483154,0.643329381942749,0.14002934098243713
3,0.7610302567481995,0.6154688596725464,0.1324247419834137,0.7794314622879028,0.5762204527854919,0.11496874690055847
4,0.7767288684844971,0.574113667011261,0.12367504835128784,0.7891284823417664,0.5422800779342651,0.11910432577133179
5,0.7935972809791565,0.5300233364105225,0.11455267667770386,0.7848989367485046,0.5506009459495544,0.11302413046360016
6,0.805605947971344,0.5000728368759155,0.1084502637386322,0.8096619248390198,0.4946591854095459,0.09988642483949661
7,0.8094338774681091,0.4876660406589508,0.10591418296098709,0.7974905371665955,0.5216176509857178,0.11523649841547012
8,0.8182504177093506,0.4658171832561493,0.10146606713533401,0.816910982131958,0.4746185541152954,0.09546913206577301
9,0.825928270816803,0.44388455152511597,0.09692250937223434,0.8126521110534668,0.48047396540641785,0.10093369334936142
10,0.8323156833648682,0.4278396666049957,0.09371780604124069,0.8205323815345764,0.4638707637786865,0.09589903801679611
11,0.8391206860542297,0.4072217643260956,0.08957042545080185,0.8190786242485046,0.46867313981056213,0.09723550826311111
12,0.8437455892562866,0.39648401737213135,0.08739473670721054,0.8231751918792725,0.4556473195552826,0.09198831766843796
13,0.8480008840560913,0.382405549287796,0.08454723656177521,0.8259219527244568,0.4481170177459717,0.09358232468366623
14,0.8562771677970886,0.35952359437942505,0.08011680841445923,0.8289545178413391,0.43761181831359863,0.09154508262872696
15,0.8609529137611389,0.3464283049106598,0.07737800478935242,0.8317909240722656,0.4370521306991577,0.08621910214424133
16,0.8659369945526123,0.33448082208633423,0.0748927891254425,0.829725980758667,0.4529615640640259,0.0854220986366272
17,0.8704033493995667,0.32272133231163025,0.07239823788404465,0.8232402205467224,0.4635474681854248,0.08959447592496872
18,0.8761416673660278,0.3078504502773285,0.06929873675107956,0.8270411491394043,0.46177124977111816,0.08690475672483444
19,0.8833544254302979,0.28987255692481995,0.06548528373241425,0.8262704610824585,0.46592384576797485,0.08832290768623352
20,0.8870535492897034,0.2798859477043152,0.06331752240657806,0.8233364224433899,0.5170797109603882,0.08383307605981827
21,0.8878576755523682,0.2788870334625244,0.06302497535943985,0.8273604512214661,0.49563896656036377,0.08398249745368958
22,0.8954448103904724,0.26028650999069214,0.05900214612483978,0.8238786458969116,0.539155900478363,0.08328256756067276
23,0.8943034410476685,0.2645376920700073,0.059526704251766205,0.8302721381187439,0.5080273747444153,0.07918379455804825
24,0.9039532542228699,0.239848330616951,0.05438780412077904,0.8240311145782471,0.5171996355056763,0.08313915878534317
25,0.9068589806556702,0.23281405866146088,0.05272286757826805,0.8247683644294739,0.5156603455543518,0.08171055465936661
26,0.9106308817863464,0.2234649658203125,0.05071992054581642,0.8276547789573669,0.5136253833770752,0.08013930916786194
27,0.9163805246353149,0.209778293967247,0.0476679652929306,0.8325824737548828,0.5241920948028564,0.07684588432312012
28,0.9176166653633118,0.2063463032245636,0.04684258997440338,0.8236914277076721,0.5432783365249634,0.08076218515634537
29,0.921416699886322,0.19709578156471252,0.04470150172710419,0.8011395335197449,0.6022455096244812,0.09213525801897049
30,0.9180254936218262,0.20584502816200256,0.04655725136399269,0.8229392766952515,0.5235534906387329,0.0830514132976532
31,0.9232164621353149,0.19293145835399628,0.04377021640539169,0.8275200128555298,0.5329212546348572,0.07885196059942245
32,0.9292205572128296,0.1779608577489853,0.040477070957422256,0.8258065581321716,0.5546593070030212,0.07927092909812927
33,0.9228147268295288,0.19408640265464783,0.04387136548757553,0.828830897808075,0.5438945889472961,0.07792306691408157
34,0.9304347038269043,0.17505371570587158,0.03979004546999931,0.8289231061935425,0.5768133401870728,0.07647821307182312
35,0.9351027607917786,0.16312824189662933,0.037178885191679,0.831839919090271,0.5650526285171509,0.07523662596940994
36,0.9361073970794678,0.1603834480047226,0.036541227251291275,0.8254636526107788,0.5815353989601135,0.07776078581809998
37,0.932554304599762,0.16949093341827393,0.03844114765524864,0.831234335899353,0.5839898586273193,0.07532522827386856
38,0.9359619617462158,0.16093192994594574,0.03658898174762726,0.8245519995689392,0.5901703238487244,0.07792863249778748
39,0.924094021320343,0.1920924335718155,0.043020639568567276,0.827578067779541,0.5926465392112732,0.07678158581256866
40,0.9386302828788757,0.15421485900878906,0.03513060510158539,0.8302910327911377,0.5864788889884949,0.07516425848007202
41,0.9436386227607727,0.1415809988975525,0.0323714017868042,0.8294219970703125,0.5978063941001892,0.07580869644880295
42,0.9443452954292297,0.13941188156604767,0.031894102692604065,0.8319699764251709,0.6316524744033813,0.07346252351999283
43,0.9410896301269531,0.14783358573913574,0.03362783417105675,0.8288246989250183,0.5921372175216675,0.07662997394800186
44,0.9425068497657776,0.14418494701385498,0.03291422501206398,0.8217583298683167,0.6636881828308105,0.07787705957889557
45,0.939368486404419,0.15235310792922974,0.034570977091789246,0.8307951092720032,0.6145502328872681,0.07480450719594955
46,0.9298453330993652,0.17847532033920288,0.03962583839893341,0.8259143233299255,0.5739004015922546,0.07796863466501236
47,0.9360566139221191,0.16078592836856842,0.03644641116261482,0.8332240581512451,0.6185868978500366,0.07310675829648972
48,0.9478952288627625,0.1307203769683838,0.029933881014585495,0.8298688530921936,0.6264552474021912,0.07445104420185089
49,0.950435996055603,0.12408783286809921,0.028471995145082474,0.8283659219741821,0.6596086621284485,0.07472643256187439
50,0.950365424156189,0.1241944283246994,0.02850978821516037,0.829380214214325,0.6699478626251221,0.07375047355890274
51,0.9507997035980225,0.12313894927501678,0.028245043009519577,0.828484058380127,0.6663313508033752,0.07424624264240265
52,0.9488202929496765,0.12832333147525787,0.029277825728058815,0.8284296989440918,0.6497804522514343,0.07442314922809601
53,0.9435128569602966,0.14213809370994568,0.032177116721868515,0.8216784596443176,0.6334574222564697,0.07883673906326294
54,0.945599377155304,0.1363641768693924,0.031099695712327957,0.8270898461341858,0.6657505631446838,0.07505504041910172
55,0.9509991407394409,0.12264896184206009,0.028082141652703285,0.828944981098175,0.6597120761871338,0.07400191575288773
56,0.9531699419021606,0.11717253923416138,0.02692813239991665,0.8275672197341919,0.6787888407707214,0.07420744001865387
57,0.9327654242515564,0.1719762235879898,0.03772396966814995,0.8182109594345093,0.5490397214889526,0.08535854518413544
58,0.9381536245346069,0.1561458855867386,0.03522712364792824,0.831652820110321,0.627421498298645,0.07334946095943451
59,0.9535712599754333,0.1161847785115242,0.026717951521277428,0.8320253491401672,0.6548478603363037,0.07286709547042847
60,0.9566656351089478,0.10821719467639923,0.02495182678103447,0.8310430645942688,0.7009203433990479,0.07248540222644806
61,0.957694947719574,0.10545723140239716,0.02435591071844101,0.8316062092781067,0.7130947709083557,0.07195156812667847
62,0.9569490551948547,0.10714437812566757,0.024685073643922806,0.831880509853363,0.7068497538566589,0.07215388864278793
63,0.9565091133117676,0.10836735367774963,0.024953721091151237,0.8322674632072449,0.720470130443573,0.0717233270406723
64,0.9554609060287476,0.11099784076213837,0.025490369647741318,0.8305212259292603,0.7044737935066223,0.07283220440149307
65,0.95562744140625,0.11058932542800903,0.025390440598130226,0.8312143683433533,0.7064151763916016,0.07238618284463882
66,0.950896680355072,0.12283788621425629,0.02796046808362007,0.8258384466171265,0.6882369518280029,0.07533150911331177
67,0.941514790058136,0.1474604457616806,0.03313280642032623,0.8273632526397705,0.652168869972229,0.07493793964385986
68,0.9531999826431274,0.11691777408123016,0.026776239275932312,0.8299025893211365,0.6796696186065674,0.07314706593751907
69,0.9580652713775635,0.10446831583976746,0.024066071957349777,0.8307585120201111,0.7343730926513672,0.07212208211421967
70,0.9598557353019714,0.10002224892377853,0.02307787351310253,0.8311842083930969,0.7309870719909668,0.07205671072006226
71,0.9597775340080261,0.1001669317483902,0.02309604175388813,0.8306782245635986,0.7557998895645142,0.07168321311473846
72,0.9591301679611206,0.10178808867931366,0.023431193083524704,0.8335086703300476,0.7542443871498108,0.07088419795036316
73,0.9579483270645142,0.10476057231426239,0.024058759212493896,0.8304288387298584,0.7166404724121094,0.07268833369016647
74,0.9573749303817749,0.10631206631660461,0.02438979782164097,0.8302017450332642,0.7173454165458679,0.07269236445426941
75,0.9552298188209534,0.11176811903715134,0.02556050382554531,0.8309836387634277,0.716366171836853,0.07228875905275345
76,0.9574211239814758,0.10625199228525162,0.02438744343817234,0.8304731845855713,0.7492807507514954,0.0721340924501419
77,0.9439694881439209,0.14286330342292786,0.03144282475113869,0.8268685936927795,0.6151943802833557,0.07619565725326538
78,0.9460746645927429,0.1354513019323349,0.030653979629278183,0.8305542469024658,0.7147966623306274,0.07229601591825485
79,0.9545460343360901,0.11398933082818985,0.02603175863623619,0.8316096663475037,0.7247641682624817,0.07165688276290894
80,0.9614071846008301,0.09606213867664337,0.022200671955943108,0.8325592279434204,0.7582704424858093,0.0708855614066124
81,0.9638549089431763,0.0898224413394928,0.02082585170865059,0.8306834697723389,0.7957007884979248,0.07141119241714478
